secs, cad, hr, km, kph, nm, watts, alt, lon, lat, headwind, slope, temp, interval, lrbalance, lte, rte, lps, rps, smo2, thb, o2hb, hhb
211,100,0,0.84897,35.9208,0,141,42.4,144.414,-37.8802,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
212,99,0,0.85871,35.856,0,136,42.4,144.414,-37.8801,0,4.44089e-16,25,0,48,0,0,0,0,0,0,0,0
213,99,0,0.8683,35.1972,0,111,42.4,144.414,-37.8801,0,4.44089e-16,25,0,44,0,0,0,0,0,0,0,0
214,99,0,0.87824,35.8128,0,100,42.4,144.414,-37.88,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
215,99,0,0.88761,35.3628,0,105,42.4,144.414,-37.8799,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
216,99,0,0.89779,35.8416,0,105,42.4,144.414,-37.8798,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
217,99,0,0.90776,35.8236,0,119,42.4,144.414,-37.8797,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
218,98,0,0.91771,35.2116,0,116,42.4,144.414,-37.8797,0,4.44089e-16,25,0,44,0,0,0,0,0,0,0,0
219,98,0,0.92762,35.208,0,113,42.4,144.413,-37.8796,0,4.44089e-16,25,0,44,0,0,0,0,0,0,0,0
220,98,0,0.93797,35.3052,0,113,42.4,144.413,-37.8795,0,4.44089e-16,25,0,44,0,0,0,0,0,0,0,0
221,98,0,0.94855,36.0612,0,141,42.4,144.413,-37.8794,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
222,98,0,0.95809,35.2476,0,157,42.4,144.413,-37.8793,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
223,98,0,0.96819,35.2584,0,147,42.4,144.413,-37.8793,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
224,98,0,0.97798,35.37,0,143,42.4,144.413,-37.8792,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
225,98,0,0.98753,34.6068,0,147,42.4,144.413,-37.8791,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
226,98,0,0.99776,35.01,0,147,42.4,144.413,-37.8791,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
227,97,0,1.00794,34.9524,0,143,42.4,144.413,-37.879,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
228,97,0,1.01778,34.8336,0,137,42.4,144.413,-37.8789,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
229,97,0,1.02786,34.7868,0,123,42.4,144.413,-37.8789,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
230,97,0,1.03655,33.8436,0,109,42.4,144.413,-37.8788,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
231,97,0,1.04561,33.8472,0,109,42.4,144.413,-37.8788,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
232,96,0,1.05465,34.4124,0,110,42.4,144.413,-37.8787,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
233,95,0,1.06357,34.3116,0,112,42.4,144.412,-37.8787,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
234,95,0,1.07281,33.966,0,104,42.4,144.412,-37.8786,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
235,95,0,1.08167,33.8472,0,102,42.4,144.412,-37.8786,0,4.44089e-16,25,0,48,0,0,0,0,0,0,0,0
236,95,0,1.09091,33.9408,0,102,42.4,144.412,-37.8785,0,4.44089e-16,25,0,48,0,0,0,0,0,0,0,0
237,95,0,1.1003,34.4664,0,113,42.4,144.412,-37.8785,0,4.44089e-16,25,0,48,0,0,0,0,0,0,0,0
238,94,0,1.10883,33.8868,0,150,42.4,144.412,-37.8784,0,4.44089e-16,25,0,50,0,0,0,0,0,0,0,0
239,93,0,1.11963,35.2008,0,150,42.4,144.412,-37.8783,0,4.44089e-16,25,0,50,0,0,0,0,0,0,0,0
240,93,0,1.12992,35.6868,0,125,42.4,144.412,-37.8783,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
241,93,0,1.14,35.2548,0,133,42.4,144.412,-37.8782,0,4.44089e-16,25,0,48,0,0,0,0,0,0,0,0
242,93,0,1.15013,35.2476,0,148,42.4,144.412,-37.8782,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
243,93,0,1.15965,34.7256,0,148,42.4,144.412,-37.8781,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
244,93,0,1.16902,34.2,0,131,42.4,144.412,-37.8781,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
245,93,0,1.17823,33.2064,0,120,42.4,144.411,-37.8781,0,4.44089e-16,25,0,43,0,0,0,0,0,0,0,0
246,93,0,1.18752,33.2604,0,125,42.4,144.411,-37.878,0,4.44089e-16,25,0,43,0,0,0,0,0,0,0,0
247,93,0,1.19687,33.6816,0,133,42.4,144.411,-37.878,0,4.44089e-16,25,0,43,0,0,0,0,0,0,0,0
248,93,0,1.20646,34.272,0,139,42.4,144.411,-37.878,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
249,93,0,1.21539,34.182,0,139,42.4,144.411,-37.8779,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
250,93,0,1.22511,33.6816,0,127,42.4,144.411,-37.8779,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
251,93,0,1.23449,33.9984,0,125,42.4,144.411,-37.8779,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
252,93,0,1.24368,33.5412,0,132,42.4,144.411,-37.8779,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
253,93,0,1.25287,33.5052,0,129,42.4,144.411,-37.8779,0,4.44089e-16,25,0,48,0,0,0,0,0,0,0,0
254,93,0,1.26192,33.39,0,119,42.4,144.411,-37.8778,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
255,93,0,1.27116,33.426,0,122,42.4,144.41,-37.8778,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
256,93,0,1.28044,34.0056,0,124,42.4,144.41,-37.8778,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
257,93,0,1.28956,33.8652,0,119,42.4,144.41,-37.8778,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
258,92,0,1.29863,33.2964,0,116,42.4,144.41,-37.8778,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
259,92,0,1.30797,33.912,0,116,42.4,144.41,-37.8778,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
260,92,0,1.31715,33.8904,0,125,42.4,144.41,-37.8778,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
261,92,0,1.32608,33.1092,0,119,42.4,144.41,-37.8778,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
262,92,0,1.33515,32.7456,0,119,42.4,144.41,-37.8777,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
263,92,0,1.34425,33.1308,0,118,42.4,144.41,-37.8777,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
264,92,0,1.35343,34.0308,0,131,42.4,144.409,-37.8777,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
265,92,0,1.3624,33.1344,0,117,42.4,144.409,-37.8777,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
266,92,0,1.37129,32.5296,0,107,42.4,144.409,-37.8777,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
267,92,0,1.38002,32.4504,0,107,42.4,144.409,-37.8777,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
268,91,0,1.38899,32.4468,0,120,42.4,144.409,-37.8777,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
269,91,0,1.39812,33.102,0,114,42.4,144.409,-37.8778,0,4.44089e-16,25,0,48,0,0,0,0,0,0,0,0
270,91,0,1.40753,33.6744,0,114,42.4,144.409,-37.8778,0,4.44089e-16,25,0,48,0,0,0,0,0,0,0,0
271,90,0,1.41669,33.0732,0,124,42.4,144.409,-37.8778,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
272,90,0,1.42594,33.1524,0,135,42.4,144.409,-37.8778,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
273,89,0,1.43527,33.0408,0,132,42.4,144.409,-37.8778,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
274,89,0,1.44455,33.3432,0,131,42.4,144.408,-37.8778,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
275,90,0,1.45399,33.2496,0,126,42.4,144.408,-37.8778,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
276,89,0,1.46318,33.228,0,128,42.4,144.408,-37.8779,0,4.44089e-16,25,0,48,0,0,0,0,0,0,0,0
277,89,0,1.47227,33.102,0,132,42.4,144.408,-37.8779,0,4.44089e-16,25,0,48,0,0,0,0,0,0,0,0
278,90,0,1.48079,31.8708,0,132,42.4,144.408,-37.8779,0,4.44089e-16,25,0,48,0,0,0,0,0,0,0,0
279,90,0,1.48959,31.8636,0,139,42.4,144.408,-37.878,0,4.44089e-16,25,0,48,0,0,0,0,0,0,0,0
280,90,0,1.49798,31.7808,0,139,42.4,144.408,-37.878,0,4.44089e-16,25,0,48,0,0,0,0,0,0,0,0
281,90,0,1.5067,32.256,0,132,42.4,144.408,-37.878,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
282,90,0,1.51535,32.2668,0,130,42.4,144.408,-37.8781,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
283,90,0,1.52407,31.9176,0,135,42.4,144.408,-37.8781,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
284,90,0,1.53282,32.598,0,210,42.4,144.407,-37.8781,0,4.44089e-16,25,0,48,0,0,0,0,0,0,0,0
285,90,0,1.54167,32.6736,0,210,42.4,144.407,-37.8782,0,4.44089e-16,25,0,48,0,0,0,0,0,0,0,0
286,90,0,1.55049,32.616,0,224,42.4,144.407,-37.8782,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
287,91,0,1.55942,32.7564,0,197,42.4,144.407,-37.8783,0,4.44089e-16,25,0,48,0,0,0,0,0,0,0,0
288,92,0,1.56841,32.8536,0,211,42.4,144.407,-37.8783,0,4.44089e-16,25,0,49,0,0,0,0,0,0,0,0
289,92,0,1.5776,33.2892,0,222,42.4,144.407,-37.8784,0,4.44089e-16,25,0,49,0,0,0,0,0,0,0,0
290,92,0,1.58669,33.5988,0,222,42.4,144.407,-37.8784,0,4.44089e-16,25,0,49,0,0,0,0,0,0,0,0
291,92,0,1.59587,33.2064,0,194,42.4,144.407,-37.8785,0,4.44089e-16,25,0,48,0,0,0,0,0,0,0,0
292,92,0,1.60461,33.5988,0,172,42.4,144.407,-37.8785,0,4.44089e-16,25,0,49,0,0,0,0,0,0,0,0
293,93,0,1.61358,33.516,0,172,42.4,144.407,-37.8786,0,4.44089e-16,25,0,49,0,0,0,0,0,0,0,0
294,93,0,1.62254,33.9228,0,149,42.4,144.407,-37.8786,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
295,93,0,1.63117,33.9048,0,169,42.4,144.407,-37.8787,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
296,93,0,1.63964,34.398,0,170,42.4,144.406,-37.8787,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
297,93,0,1.64874,34.3332,0,168,42.4,144.406,-37.8788,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
298,93,0,1.65931,34.956,0,171,42.4,144.406,-37.8789,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
299,93,0,1.66919,34.2792,0,173,42.4,144.406,-37.8789,0,4.44089e-16,25,0,43,0,0,0,0,0,0,0,0
300,94,0,1.67903,34.1712,0,192,42.4,144.406,-37.879,0,4.44089e-16,25,0,44,0,0,0,0,0,0,0,0
301,94,0,1.68823,34.1136,0,192,42.4,144.406,-37.879,0,4.44089e-16,25,0,44,0,0,0,0,0,0,0,0
302,94,0,1.69766,34.1496,0,181,42.4,144.406,-37.8791,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
303,95,0,1.70714,35.2332,0,181,42.4,144.406,-37.8792,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
304,95,0,1.71715,35.9064,0,155,42.4,144.406,-37.8793,0,4.44089e-16,25,0,47,0,0,0,0,0,0,0,0
305,95,0,1.72723,35.5824,0,152,42.4,144.406,-37.8793,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
306,96,0,1.73644,35.568,0,148,42.4,144.406,-37.8794,0,4.44089e-16,25,0,48,0,0,0,0,0,0,0,0
307,97,0,1.74586,35.1036,0,148,42.4,144.406,-37.8795,0,4.44089e-16,25,0,49,0,0,0,0,0,0,0,0
308,97,0,1.75513,34.5132,0,164,42.4,144.406,-37.8795,0,4.44089e-16,25,0,48,0,0,0,0,0,0,0,0
309,97,0,1.76432,34.11,0,162,42.4,144.406,-37.8796,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
310,98,0,1.77407,34.5096,0,162,42.4,144.406,-37.8797,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
311,97,0,1.78388,34.5636,0,186,42.4,144.405,-37.8798,0,4.44089e-16,25,0,44,0,0,0,0,0,0,0,0
312,97,0,1.79403,34.6176,0,186,42.4,144.405,-37.8799,0,4.44089e-16,25,0,44,0,0,0,0,0,0,0,0
313,97,0,1.80341,34.2792,0,193,42.4,144.405,-37.88,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
314,97,0,1.81296,34.326,0,181,42.4,144.405,-37.8801,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
315,97,0,1.82273,34.6572,0,178,42.4,144.405,-37.8801,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
316,97,0,1.83201,33.7716,0,178,42.4,144.405,-37.8802,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
317,96,0,1.84146,34.4304,0,161,42.4,144.405,-37.8803,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
318,95,0,1.8509,33.9552,0,168,42.4,144.405,-37.8804,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
319,95,0,1.86053,33.9264,0,181,42.4,144.405,-37.8805,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
320,94,0,1.8699,34.0488,0,181,42.4,144.405,-37.8806,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
321,93,0,1.87898,33.984,0,181,42.4,144.405,-37.8806,0,4.44089e-16,25,0,46,0,0,0,0,0,0,0,0
322,93,0,1.88816,33.948,0,185,42.4,144.405,-37.8807,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
323,93,0,1.8974,33.8184,0,193,42.4,144.405,-37.8808,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
324,93,0,1.90611,32.8752,0,193,42.4,144.405,-37.8809,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
325,93,0,1.9155,32.9184,0,235,42.4,144.405,-37.881,0,4.44089e-16,25,0,45,0,0,0,0,0,0,0,0
326,93,0,1.92479,33.2172,0,225,42.8,144.405,-37.881,0,0.430571,25,0,45,0,0,0,0,0,0,0,0
327,93,0,1.93379,32.7096,0,225,43.2,144.405,-37.8811,0,0.875015,25,0,45,0,0,0,0,0,0,0,0
328,93,0,1.94309,33.0552,0,205,43.6,144.405,-37.8812,0,1.30512,25,0,46,0,0,0,0,0,0,0,0
329,93,0,1.95222,32.7492,0,204,44,144.405,-37.8813,0,1.74324,25,0,45,0,0,0,0,0,0,0,0
330,93,0,1.96154,33.0588,0,206,44.6,144.405,-37.8814,0,2.38702,25,0,44,0,0,0,0,0,0,0,0
331,93,0,1.9704,32.67,0,206,44.6,144.405,-37.8815,0,2.38702,25,0,44,0,0,0,0,0,0,0,0
332,93,0,1.97898,31.9104,0,202,44.6,144.405,-37.8815,0,2.38702,25,0,45,0,0,0,0,0,0,0,0
333,93,0,1.98784,32.2776,0,202,44.6,144.405,-37.8816,0,2.38702,25,0,45,0,0,0,0,0,0,0,0
334,93,0,1.99628,32.2236,0,231,44.6,144.405,-37.8817,0,2.38702,25,0,46,0,0,0,0,0,0,0,0
335,93,0,2.00489,31.6728,0,231,44.6,144.405,-37.8818,0,2.38702,25,0,46,0,0,0,0,0,0,0,0
336,93,0,2.01335,31.554,0,216,44.6,144.405,-37.8819,0,1.95644,25,0,46,0,0,0,0,0,0,0,0
337,93,0,2.02244,31.662,0,215,44.6,144.405,-37.8819,0,1.512,25,0,46,0,0,0,0,0,0,0,0
338,93,0,2.03166,32.0868,0,186,44.6,144.405,-37.882,0,1.08189,25,0,47,0,0,0,0,0,0,0,0
339,93,0,2.04111,32.7672,0,186,44.6,144.405,-37.8821,0,0.643777,25,0,48,0,0,0,0,0,0,0,0
340,93,0,2.05057,33.4044,0,209,44.6,144.405,-37.8822,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
341,93,0,2.05995,33.912,0,211,44.6,144.405,-37.8823,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
342,94,0,2.06951,34.0164,0,211,44.6,144.405,-37.8824,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
343,94,0,2.07949,34.9164,0,184,44.6,144.405,-37.8824,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
344,95,0,2.09015,35.9028,0,184,44.6,144.405,-37.8825,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
345,95.5,0,2.09898,35.8758,0,186,44.6,144.405,-37.8826,0,2.66454e-16,25,0,44.5,0,0,0,0,0,0,0,0
346,96,0,2.10781,35.8488,0,188,44.6,144.405,-37.8827,0,2.66454e-16,25,0,44,0,0,0,0,0,0,0,0
347,97,0,2.11815,35.9064,0,174,44.6,144.405,-37.8828,0,2.66454e-16,25,0,44,0,0,0,0,0,0,0,0
348,98,0,2.12813,35.6112,0,174,44.6,144.405,-37.8829,0,2.66454e-16,25,0,44,0,0,0,0,0,0,0,0
349,98,0,2.13778,35.3016,0,162,44.6,144.405,-37.883,0,2.66454e-16,25,0,43,0,0,0,0,0,0,0,0
350,98,0,2.14771,34.956,0,214,44.6,144.405,-37.8831,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
351,93,0,2.15814,34.884,0,261,44.6,144.405,-37.8831,0,2.66454e-16,25,0,44,0,0,0,0,0,0,0,0
352,76,0,2.16701,34.884,0,243,44.6,144.405,-37.8832,0,2.66454e-16,25,0,48,0,0,0,0,0,0,0,0
353,69,0,2.17684,34.9956,0,243,44.6,144.405,-37.8833,0,2.66454e-16,25,0,48,0,0,0,0,0,0,0,0
354,66,0,2.18804,35.9028,0,203,44.6,144.405,-37.8834,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
355,65,0,2.19712,35.9028,0,203,44.6,144.405,-37.8835,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
356,66,0,2.20926,38.4516,0,221,44.6,144.405,-37.8836,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
357,66,0,2.2191,38.4516,0,210,44.6,144.405,-37.8837,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
358,67,0,2.22931,38.5452,0,210,44.6,144.405,-37.8838,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
359,67,0,2.23955,38.502,0,187,44.6,144.405,-37.8839,0,2.66454e-16,25,0,47,0,0,0,0,0,0,0,0
360,68,0,2.2492,37.7172,0,183,44.6,144.405,-37.884,0,2.66454e-16,25,0,44,0,0,0,0,0,0,0,0
361,68,0,2.25985,37.458,0,184,44.6,144.404,-37.884,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
362,68,0,2.26976,37.1016,0,205,44.6,144.404,-37.8841,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
363,68,0,2.27922,37.1016,0,196,44.6,144.404,-37.8842,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
364,68,0,2.28954,37.9512,0,197,44.6,144.404,-37.8843,0,2.66454e-16,25,0,48,0,0,0,0,0,0,0,0
365,68,0,2.30111,38.5488,0,199,44.6,144.404,-37.8844,0,2.66454e-16,25,0,49,0,0,0,0,0,0,0,0
366,69,0,2.31093,38.5488,0,199,44.6,144.404,-37.8845,0,2.66454e-16,25,0,49,0,0,0,0,0,0,0,0
367,69,0,2.32155,38.592,0,183,44.6,144.404,-37.8846,0,2.66454e-16,25,0,50,0,0,0,0,0,0,0,0
368,70,0,2.33277,39.3588,0,195,44.6,144.404,-37.8847,0,2.66454e-16,25,0,48,0,0,0,0,0,0,0,0
369,70,0,2.34362,39.3588,0,188,44.6,144.404,-37.8848,0,2.66454e-16,25,0,48,0,0,0,0,0,0,0,0
370,70,0,2.3544,39.456,0,155,44.6,144.404,-37.8849,0,2.66454e-16,25,0,48,0,0,0,0,0,0,0,0
371,71,0,2.36556,39.312,0,184,44.6,144.404,-37.885,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
372,70,0,2.3783,40.14,0,213,44.6,144.404,-37.8851,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
373,70,0,2.38977,40.2804,0,214,44.6,144.404,-37.8852,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
374,71,0,2.40118,40.23,0,200,44.6,144.404,-37.8853,0,2.66454e-16,25,0,44,0,0,0,0,0,0,0,0
375,71,0,2.41234,39.7332,0,193,44.6,144.404,-37.8854,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
376,72,0,2.42247,39.7332,0,193,44.6,144.404,-37.8855,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
377,72,0,2.43323,39.3192,0,184,44.6,144.404,-37.8856,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
378,73,0,2.44484,40.0536,0,163,44.6,144.404,-37.8857,0,2.66454e-16,25,0,44,0,0,0,0,0,0,0,0
379,73,0,2.45871,41.3892,0,170,44.6,144.404,-37.8858,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
380,73,0,2.46926,41.3892,0,188,44.6,144.404,-37.8859,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
381,74,0,2.48141,41.8536,0,215,44.6,144.404,-37.886,0,2.66454e-16,25,0,44,0,0,0,0,0,0,0,0
382,74,0,2.4933,41.8572,0,223,44.6,144.404,-37.8861,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
383,74,0,2.50691,42.39,0,209,44.6,144.404,-37.8862,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
384,74,0,2.51765,42.39,0,209,44.6,144.404,-37.8863,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
385,74,0,2.53171,43.542,0,189,44.6,144.404,-37.8865,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
386,74,0,2.54276,43.542,0,180,44.6,144.404,-37.8866,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
387,74,0,2.55464,43.5708,0,180,44.6,144.404,-37.8867,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
388,74,0,2.56727,43.0452,0,210,44.6,144.404,-37.8868,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
389,75,0,2.57891,42.444,0,225,44.6,144.404,-37.8869,0,2.66454e-16,25,0,44,0,0,0,0,0,0,0,0
390,76,0,2.59108,42.5052,0,224,44.6,144.404,-37.887,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
391,76,0,2.60368,43.6356,0,230,44.6,144.404,-37.8871,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
392,77,0,2.6158,43.1676,0,222,44.6,144.404,-37.8872,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
393,77,0,2.62819,43.4772,0,204,44.6,144.404,-37.8873,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
394,77,0,2.64044,43.3512,0,182,44.6,144.404,-37.8874,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
395,77,0,2.65151,42.5016,0,182,44.6,144.404,-37.8875,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
396,77,0,2.66495,43.0524,0,152,44.6,144.404,-37.8877,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
397,77,0,2.67594,43.0524,0,152,44.6,144.404,-37.8878,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
398,77,0,2.68916,43.6284,0,226,44.6,144.404,-37.8879,0,2.66454e-16,25,0,43,0,0,0,0,0,0,0,0
399,77,0,2.70136,43.6824,0,226,44.6,144.404,-37.888,0,2.66454e-16,25,0,43,0,0,0,0,0,0,0,0
400,77,0,2.71244,43.6824,0,246,44.6,144.404,-37.8881,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
401,78,0,2.724,43.542,0,227,44.6,144.404,-37.8882,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
402,78,0,2.73605,43.2252,0,201,44.6,144.404,-37.8883,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
403,78,0,2.74759,42.8976,0,180,44.6,144.404,-37.8884,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
404,78,0,2.76092,43.8876,0,170,44.6,144.404,-37.8885,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
405,78,0,2.77293,43.4304,0,187,44.6,144.404,-37.8886,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
406,80,0,2.78404,43.4304,0,187,44.6,144.404,-37.8887,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
407,80,0,2.79715,43.5744,0,187,44.6,144.404,-37.8888,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
408,78,0,2.80831,43.5744,0,230,44.6,144.404,-37.8889,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
409,78,0,2.82183,44.5572,0,280,44.6,144.403,-37.889,0,2.66454e-16,25,0,48,0,0,0,0,0,0,0,0
410,79,0,2.83459,45.0504,0,238,44.6,144.403,-37.8892,0,2.66454e-16,25,0,47,0,0,0,0,0,0,0,0
411,80,0,2.84697,44.478,0,224,44.6,144.403,-37.8893,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
412,80,0,2.85828,44.478,0,224,44.6,144.403,-37.8894,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
413,80,0,2.87064,44.5572,0,224,44.6,144.403,-37.8895,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
414,82,0,2.88322,45.1944,0,216,44.6,144.403,-37.8896,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
415,82,0,2.89603,45.5688,0,204,44.6,144.403,-37.8897,0,2.66454e-16,25,0,44,0,0,0,0,0,0,0,0
416,82,0,2.9097,45.4788,0,181,44.6,144.403,-37.8898,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
417,82,0,2.92131,45.5508,0,181,44.6,144.403,-37.8899,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
418,82,0,2.93412,45.5508,0,181,44.6,144.403,-37.89,0,2.66454e-16,25,0,46,0,0,0,0,0,0,0,0
419,82,0,2.94688,45.6264,0,217,44.6,144.403,-37.8902,0,2.66454e-16,25,0,44,0,0,0,0,0,0,0,0
420,82,0,2.96047,45.324,0,226,44.6,144.403,-37.8903,0,2.66454e-16,25,0,45,0,0,0,0,0,0,0,0
421,82,0,2.97341,46.2024,0,232,44.6,144.403,-37.8904,0,2.66454e-16,25,0,44,0,0,0,0,0,0,0,0
422,82,0,2.98519,46.2024,0,232,44.6,144.403,-37.8905,0,2.66454e-16,25,0,44,0,0,0,0,0,0,0,0
